Unnamed: 0,H,M,S,Nome,Maquina,IP,Anomalia,Fator_risco
271,23,23,0,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.109.64,1,
272,16,8,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,2.3516435831030047
273,18,28,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,5.734605369015386
274,19,18,5,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.67,0,52.26303454390028
275,17,0,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,6.712377908631771
276,19,11,5,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,51.522817470646274
277,16,43,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.55,0,7.6207915757059865
278,17,59,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,4.509027561795431
279,4,49,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,97.23830467433872
280,6,34,5,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,40.19232205063339
281,9,49,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,0.5576167226695294
282,11,37,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,1.229230715855053
283,11,37,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,0.07959756016361896
284,11,45,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,5.104655683689469
285,11,46,5,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.57,0,4.637408374551738
286,11,59,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.61,0,0.7180350727335083
287,12,29,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,26.907391577432236
288,13,0,5,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,37.33141845032443
289,13,20,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,28.12083587531299
290,13,29,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,32.914902334475755
291,13,29,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,26.728303856132293
292,13,37,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,34.53107564888987
293,13,53,5,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,21.522491178024815
294,13,57,5,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,28.879344173099177
295,14,3,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,0.01759823285641504
296,14,37,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,8.9031959725839
297,14,47,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.61,0,1.1987971684231968
298,15,53,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,9.679206516468664
299,15,50,5,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.57,0,5.63778723091213
300,15,55,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,0.8975392747982036
301,16,1,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,7.000938510348087
302,16,43,5,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,9.368123713926602
303,16,44,5,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,5.5107624364090935
304,17,30,5,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,8.840335000280383
305,18,25,5,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.75,0,4.214088298391441
306,19,47,5,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.75,0,58.62867180694029
307,20,1,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,1,52.84697791911557
308,20,25,5,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,1,55.10312167364559
309,21,12,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,56.44362601087597
310,21,12,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,52.65708817805045
311,12,34,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,29.74139396355207
312,19,45,3,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,50.72715278207136
313,21,16,3,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.76,0,59.31555349782511
314,3,12,3,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,90.19166328508503
315,12,32,3,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,29.255873677637243
316,16,18,3,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.71,0,8.42276362260579
317,16,46,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.55,0,9.621293746099871
318,13,45,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,20.4339381463854
319,15,23,3,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.55,0,0.9250004768837983
320,14,27,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,4.8223386620344435
321,16,5,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,7.798456025786119
322,20,33,3,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,50.533869404314764
323,14,13,3,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,1.8369022966164594
324,18,40,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,6.12551905675801
325,19,21,3,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,56.061830241892466
326,2,10,2,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,93.97514150568044
327,12,4,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.64,0,26.86668834809609
328,14,53,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,2.4931164813824336
329,15,6,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,6.506455727286666
330,20,26,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,54.6099514213047
331,3,58,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,98.63241891805632
332,4,32,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,95.43375272839074
333,12,34,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,20.524603827558582
334,15,3,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.58,0,0.4810109460768064
335,19,56,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,53.78878010553264
336,11,49,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,4.188700424592488
337,12,13,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,20.571454339169264
338,14,27,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,9.002956877829195
339,19,35,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,59.55659389090975
340,11,8,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,6.5606939490067075
341,16,57,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,2.681811525418797
342,20,35,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,51.953059328083135
343,3,22,4,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,1,96.21876645004892
344,15,12,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,6.151519994291963
345,19,7,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,52.07011989600687
346,19,36,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,57.10251190538301
347,13,5,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.109.52,1,37.11379851767914
348,16,16,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,3.410978945779793
349,11,44,5,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,8.82881752705988
350,14,28,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.58,0,4.451562465663134
351,18,11,5,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,6.722289265912304
352,16,22,5,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,1.3975550543162907
353,12,33,5,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,36.556626549873016
354,13,40,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,20.6830343903145
355,18,19,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,1.7925883240778362
356,13,58,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,36.28326893437216
357,12,45,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,26.86863770398866
358,17,15,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,0.5573384979534468
359,19,26,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,56.969924714005124
360,15,30,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,3.2254212515849434
361,15,55,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,0.17293199783468105
362,16,52,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,8.111073708988156
363,12,50,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,24.962447532260594
364,14,59,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,4.366891147179316
365,15,9,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.64,0,2.202337531677588
366,17,32,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,7.1749192525863235
367,11,43,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,5.557263932595967
368,12,48,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,37.44334954770639
369,18,5,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,0.15195492941886823
370,11,56,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,0.2142292026432624
371,15,15,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,0.7361602025344349
372,16,8,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,4.862244973825321
373,16,14,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,4.3420011114615145
374,13,45,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.67,0,30.75663159988109
375,15,38,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,6.14345865819649
376,19,43,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,53.937906479342786
377,20,26,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,58.129549303382106
378,6,59,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,47.349206504913724
379,9,10,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,5.140806876105267
380,9,42,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,9.137455964029332
381,11,37,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,1.3375628396469796
382,11,37,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,6.565893980034087
383,12,5,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,29.81234130885287
384,12,5,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,35.433581240318745
385,12,14,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.61,0,22.554924141432707
386,12,25,5,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,28.971791092290054
387,12,42,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,23.342759410275033
388,13,37,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,30.37934873670045
389,14,16,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,1.968341253732513
390,14,42,5,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.61,0,9.138104370230703
391,14,43,5,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,5.265111047295935
392,15,1,5,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,4.541166418667705
393,15,55,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,7.368912758091621
394,16,18,5,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,9.430579897341905
395,16,56,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,1.038385025831765
396,17,8,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,2.587417571042981
397,17,8,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,4.832303620913528
398,17,18,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,8.10024330277504
399,18,14,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,9.603672456035634
400,18,47,5,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.59,0,6.719136622336635
401,19,31,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,56.75945658712611
402,20,12,5,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.65,0,55.005145396135234
403,20,34,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,53.105129687022924
404,20,34,5,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,57.18678135159327
405,21,12,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,54.82046054469957
406,2,4,6,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,1,94.76668597345164
407,12,45,2,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,33.388054469647315
408,19,4,2,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.67,0,51.06389599205015
409,16,19,2,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,5.119645901202001
410,16,38,2,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.60,0,0.8826050464353163
411,17,42,2,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,4.752376522434999
412,8,8,2,mutley@empresax.COM.BR,HYPERV$,127.0.0.1,0,49.89156461703008
413,15,31,2,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,0.33642632802105443
414,16,3,2,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.67,0,1.1737736855995329
415,18,6,2,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,8.113311270799485
416,17,21,2,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,9.960998744975884
417,20,47,2,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,54.019236727720845
418,18,22,2,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.55,0,3.3098071560945153
419,12,19,2,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,34.524239457564846
420,15,18,2,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,6.31435509344846
421,13,37,6,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,39.53069756052797
422,3,52,6,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,1,90.61511481838767
423,14,4,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,9.406038154403983
424,18,34,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,4.69214290114215
425,20,35,6,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,57.40760597856213
426,16,31,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,5.81224867738373
427,16,42,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,4.974075360925793
428,20,11,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,53.94160883034792
429,11,37,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.64,0,0.8973828362254521
430,19,28,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,0,54.34198363979193
431,23,13,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.59,1,
432,13,15,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,26.854414485409727
433,15,33,4,pogó@empresax.COM.BR,empresaxLAB05$,192.168.100.66,0,9.82284475662188
434,18,58,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,1.704602788062799
435,11,53,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.58,0,8.943391035603867
436,13,7,4,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,38.37609275889355
437,13,49,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,27.74584136439833
438,14,38,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,6.3896262999925515
439,15,36,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,5.891825286561987
440,17,15,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,8.992582815996116
441,12,9,4,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.60,0,26.593532371897016
442,13,1,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.64,0,23.398733650248303
443,13,33,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.68,0,28.578104184793997
444,15,11,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.69,0,9.12328342156853
445,19,22,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.57,0,56.566119911093885
446,20,48,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.55,0,50.38394580663912
447,16,35,5,pogó@empresax.COM.BR,empresaxTAB01$,172.25.0.43,0,5.553163738904611
448,17,35,5,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.60,0,6.714553829370033
449,20,2,5,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,50.07642494161945
450,18,7,5,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,3.0821222413147495
451,17,0,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,6.886187559609098
452,17,23,5,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.71,1,5.842903381433397
453,18,4,5,jinx@empresax.COM.BR,empresaxLAB03$,192.168.100.67,0,7.01552880885818
454,18,9,5,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,8.066371703362352
455,19,55,5,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.60,0,57.339551126842075
456,9,22,0,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,4.1769047077427395
457,19,7,0,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,0,55.34716663497742
458,20,19,0,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.109.52,1,53.19945186051788
459,23,11,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,1,
460,12,11,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.55,0,22.299794840394636
461,13,47,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,35.90108809837618
462,14,37,4,dora@empresax.COM.BR,empresaxNOTE-LAB03$,192.168.100.65,0,3.826572401643608
463,16,0,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.71,0,8.16648834478157
464,16,44,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,5.876724226330383
465,19,37,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,58.35506076338909
466,18,25,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,8.153479700676957
467,21,37,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,59.97188964902823
468,2,23,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,95.0318587726836
469,16,44,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,3.777923397696028
470,17,11,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,8.182747338922555
471,7,15,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,49.953709930270385
472,7,15,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,43.95557091412854
473,11,58,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,5.593163332725016
474,12,23,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,22.870621093157784
475,12,23,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,35.597789083600425
476,12,31,4,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,29.470423663112815
477,12,33,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,38.12005069596292
478,12,49,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,31.639988426137496
479,13,6,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,38.53939332380436
480,13,27,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,26.48988519863962
481,13,38,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,30.26191698638106
482,13,57,4,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.67,0,21.052887748872365
483,14,55,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,3.9127281486038603
484,16,54,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,2.3904398033737606
485,16,59,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,4.198984268375373
486,17,33,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,9.41344454244827
487,17,41,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,7.067601264589529
488,17,56,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,9.590088300042655
489,18,16,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,7.267367778729793
490,18,35,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,5.518700213085025
491,18,36,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,3.423820226504082
492,18,47,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,9.875781906592762
493,18,43,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,1.226239535852628
494,19,24,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,56.253453581137705
495,19,44,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,54.175418810277904
496,19,54,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,52.81541430441258
497,19,56,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,53.68921428475797
498,21,19,4,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.67,0,54.946211697683054
499,22,19,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,
500,2,39,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,91.62185904444094
501,7,15,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,42.25875329711433
502,7,15,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,43.575607441768845
503,11,58,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,1.644145019902522
504,12,23,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,33.260668627162644
505,12,23,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,30.6500648555943
506,12,31,4,sid@empresax.COM.BR,empresaxWKS11$,192.168.100.78,0,37.55345485869905
507,12,33,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,27.09345945073426
508,12,49,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,37.232440489540515
509,13,6,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,29.9572858567808
510,13,27,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,31.886773946741805
511,13,38,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,24.45455203057776
512,13,57,4,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.67,0,29.550597994703416
513,14,55,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,7.729635539402802
514,16,54,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,0.35055677104707916
515,16,59,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,8.298462516255467
516,17,33,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,6.9210629675808
517,17,41,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,9.290384422290014
518,17,56,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.59,0,4.829066294132779
519,18,16,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,8.576943306627385
520,18,35,4,theteacher@empresax.COM.BR,empresaxLAB02$,192.168.100.58,0,0.45267066506933684
521,18,36,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,4.090341589934781
522,18,47,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,8.886051912698324
523,18,43,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,3.483546830486628
524,19,24,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,57.50080132395186
525,19,44,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,57.54550909381446
526,19,54,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,53.97041469693624
527,19,56,4,kael-el@empresax.COM.BR,empresaxWKSLEN02$,192.168.100.54,0,50.700648609699755
528,21,19,4,pogó@empresax.COM.BR,empresaxTAB01$,192.168.100.67,0,57.63384462995822
529,22,19,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,
530,2,39,5,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,92.31471015165215
531,16,44,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,0.5926549367040423
532,19,46,4,magaiver@empresax.COM.BR,empresaxWKS14A$,192.168.100.55,0,55.526345072313106
533,5,24,4,hanskelsen@empresax.COM.BR,empresaxWKS05$,192.168.100.64,0,95.57789498307204
534,13,35,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,0,27.755385173361724
535,14,20,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,9.0647730337204
536,16,26,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,0.23238389362818745
537,17,32,4,maryjane@empresax.COM.BR,empresaxLAB04$,192.168.100.62,0,3.76840941194605
538,3,7,4,mutley@empresax.COM.BR,HYPERV$,192.168.102.221,1,99.17917968357388
539,20,43,4,laracroft@empresax.COM.BR,empresaxWKS13A$,192.168.100.75,0,59.03226099559236
540,23,11,4,hanskelsen@empresax.COM.BR,HYPERV$,192.168.100.64,1,
541,12,28,4,backwidow@empresax.COM.BR,empresaxWKSS06$,192.168.100.71,0,26.43562037631424
